cliente_id,sector_industrial,antiguedad_meses,licencias_contratadas,tipo_soporte,metodo_pago,churn
CLI-0366,Educación / EdTech,7,21,Premium,Transferencia Bancaria (ACH),0
CLI-0367,Entretenimiento & Medios,10,7,Premium,Transferencia Bancaria (ACH),0
CLI-0368,Educación / EdTech,19,13,Básico,PayPal Business,0
CLI-0369,Salud & Pharma,4,21,Básico,Tarjeta de Crédito,1
CLI-0370,Manufactura Avanzada,45,55,Básico,Transferencia Bancaria (ACH),0
CLI-0371,Entretenimiento & Medios,10,14,Básico,Transferencia Bancaria (ACH),1
CLI-0372,Salud & Pharma,10,18,Básico,Tarjeta de Crédito,0
CLI-0373,Salud & Pharma,48,20,Básico,PayPal Business,0
CLI-0374,Logística y Distribución,6,13,Básico,Transferencia Bancaria (ACH),0
CLI-0375,Retail y Comercio,17,20,Básico,Transferencia Bancaria (ACH),0
CLI-0376,Salud & Pharma,48,12,Básico,PayPal Business,1
CLI-0377,Retail y Comercio,31,19,Premium,PayPal Business,0
CLI-0378,Salud & Pharma,23,19,Básico,Transferencia Bancaria (ACH),0
CLI-0379,Entretenimiento & Medios,4,22,Básico,Transferencia Bancaria (ACH),0
CLI-0380,Logística y Distribución,4,17,Básico,PayPal Business,1
CLI-0381,Educación / EdTech,19,6,Básico,PayPal Business,0
CLI-0382,Fintech & Banca,3,36,Básico,PayPal Business,1
CLI-0383,Logística y Distribución,7,11,Básico,PayPal Business,0
CLI-0384,Logística y Distribución,3,20,Básico,Transferencia Bancaria (ACH),1
CLI-0385,Retail y Comercio,9,29,Básico,Tarjeta de Crédito,1
CLI-0386,Entretenimiento & Medios,19,12,Premium,Tarjeta de Crédito,0
CLI-0387,Retail y Comercio,24,14,Básico,Transferencia Bancaria (ACH),1
CLI-0388,Manufactura Avanzada,6,33,Premium,Transferencia Bancaria (ACH),0
CLI-0389,Entretenimiento & Medios,5,29,Premium,Tarjeta de Crédito,1
CLI-0390,Logística y Distribución,14,14,Básico,PayPal Business,0
CLI-0391,Manufactura Avanzada,8,29,Básico,PayPal Business,0
CLI-0392,Manufactura Avanzada,3,40,Básico,Tarjeta de Crédito,1
CLI-0393,Educación / EdTech,10,16,Premium,Transferencia Bancaria (ACH),0
CLI-0394,Educación / EdTech,25,8,Básico,Tarjeta de Crédito,0
CLI-0395,Salud & Pharma,5,16,Premium,Transferencia Bancaria (ACH),0
CLI-0396,Fintech & Banca,3,30,Premium,Tarjeta de Crédito,0
CLI-0397,Retail y Comercio,3,25,Premium,PayPal Business,1
CLI-0398,Salud & Pharma,20,17,Premium,PayPal Business,0
CLI-0399,Entretenimiento & Medios,8,15,Premium,Transferencia Bancaria (ACH),0
CLI-0400,Salud & Pharma,11,20,Básico,Transferencia Bancaria (ACH),1
CLI-0401,Salud & Pharma,13,12,Básico,PayPal Business,0
CLI-0402,Retail y Comercio,6,16,Básico,PayPal Business,0
CLI-0403,Entretenimiento & Medios,31,8,Premium,PayPal Business,0
CLI-0404,Logística y Distribución,18,11,Básico,PayPal Business,0
CLI-0405,Entretenimiento & Medios,14,9,Premium,PayPal Business,0
CLI-0406,Manufactura Avanzada,48,49,Premium,PayPal Business,0
CLI-0407,Retail y Comercio,6,11,Básico,Tarjeta de Crédito,0
CLI-0408,Retail y Comercio,7,16,Básico,Tarjeta de Crédito,0
CLI-0409,Manufactura Avanzada,31,51,Básico,Transferencia Bancaria (ACH),0
CLI-0410,Educación / EdTech,8,20,Básico,PayPal Business,0
CLI-0411,Fintech & Banca,48,21,Premium,PayPal Business,0
CLI-0412,Educación / EdTech,12,27,Premium,PayPal Business,1
CLI-0413,Entretenimiento & Medios,35,5,Básico,Transferencia Bancaria (ACH),1
CLI-0414,Retail y Comercio,37,11,Básico,PayPal Business,1
CLI-0415,Retail y Comercio,16,23,Básico,Transferencia Bancaria (ACH),0
CLI-0416,Fintech & Banca,20,49,Premium,Tarjeta de Crédito,0
CLI-0417,Manufactura Avanzada,5,43,Básico,Transferencia Bancaria (ACH),0
CLI-0418,Retail y Comercio,6,13,Premium,Tarjeta de Crédito,0
CLI-0419,Entretenimiento & Medios,11,5,Básico,Transferencia Bancaria (ACH),0
CLI-0420,Retail y Comercio,5,16,Básico,PayPal Business,0
CLI-0421,Entretenimiento & Medios,48,19,Básico,Tarjeta de Crédito,0
CLI-0422,Logística y Distribución,23,7,Básico,Tarjeta de Crédito,0
CLI-0423,Fintech & Banca,48,21,Básico,PayPal Business,0
CLI-0424,Salud & Pharma,5,13,Básico,PayPal Business,1
CLI-0425,Entretenimiento & Medios,8,13,Básico,Transferencia Bancaria (ACH),1
CLI-0426,Manufactura Avanzada,16,54,Premium,Tarjeta de Crédito,0
CLI-0427,Educación / EdTech,5,20,Básico,PayPal Business,0
CLI-0428,Manufactura Avanzada,29,54,Premium,Transferencia Bancaria (ACH),0
CLI-0429,Retail y Comercio,15,13,Básico,Tarjeta de Crédito,0
CLI-0430,Salud & Pharma,7,17,Básico,Tarjeta de Crédito,0
CLI-0431,Manufactura Avanzada,13,38,Premium,Transferencia Bancaria (ACH),0
CLI-0432,Fintech & Banca,8,27,Básico,PayPal Business,1
CLI-0433,Entretenimiento & Medios,3,15,Premium,Transferencia Bancaria (ACH),0
CLI-0434,Retail y Comercio,11,17,Básico,PayPal Business,0
CLI-0435,Fintech & Banca,12,29,Básico,Tarjeta de Crédito,0
CLI-0436,Retail y Comercio,8,17,Premium,Transferencia Bancaria (ACH),0
CLI-0437,Fintech & Banca,6,43,Básico,PayPal Business,1
CLI-0438,Salud & Pharma,31,11,Básico,Transferencia Bancaria (ACH),0
CLI-0439,Educación / EdTech,19,14,Básico,PayPal Business,0
CLI-0440,Salud & Pharma,31,27,Básico,PayPal Business,0
CLI-0441,Fintech & Banca,3,42,Premium,Transferencia Bancaria (ACH),0
CLI-0442,Entretenimiento & Medios,6,17,Premium,Transferencia Bancaria (ACH),0
CLI-0443,Retail y Comercio,10,10,Premium,Tarjeta de Crédito,0
CLI-0444,Fintech & Banca,48,43,Básico,Transferencia Bancaria (ACH),0
CLI-0445,Fintech & Banca,48,52,Premium,Transferencia Bancaria (ACH),0
CLI-0446,Educación / EdTech,14,13,Premium,Transferencia Bancaria (ACH),0
CLI-0447,Educación / EdTech,32,5,Premium,Transferencia Bancaria (ACH),1
CLI-0448,Retail y Comercio,26,9,Premium,Tarjeta de Crédito,0
CLI-0449,Entretenimiento & Medios,25,22,Básico,Transferencia Bancaria (ACH),1
CLI-0450,Fintech & Banca,14,36,Básico,PayPal Business,0
CLI-0451,Logística y Distribución,8,7,Premium,Tarjeta de Crédito,0
CLI-0452,Fintech & Banca,9,20,Básico,Tarjeta de Crédito,0
CLI-0453,Fintech & Banca,6,24,Básico,Tarjeta de Crédito,0
CLI-0454,Manufactura Avanzada,15,32,Premium,Tarjeta de Crédito,0
CLI-0455,Entretenimiento & Medios,16,5,Premium,Tarjeta de Crédito,0
CLI-0456,Fintech & Banca,13,31,Básico,PayPal Business,1
CLI-0457,Entretenimiento & Medios,3,8,Básico,Tarjeta de Crédito,0
CLI-0458,Manufactura Avanzada,15,21,Básico,Transferencia Bancaria (ACH),0
CLI-0459,Logística y Distribución,16,19,Premium,PayPal Business,0
CLI-0460,Fintech & Banca,46,46,Básico,Tarjeta de Crédito,0
CLI-0461,Entretenimiento & Medios,6,13,Premium,Tarjeta de Crédito,0
CLI-0462,Logística y Distribución,3,17,Premium,Tarjeta de Crédito,1
CLI-0463,Fintech & Banca,9,39,Básico,PayPal Business,0
CLI-0464,Logística y Distribución,7,9,Básico,PayPal Business,1
CLI-0465,Salud & Pharma,25,5,Básico,Transferencia Bancaria (ACH),0
CLI-0466,Logística y Distribución,20,17,Básico,Transferencia Bancaria (ACH),0
CLI-0467,Manufactura Avanzada,10,38,Premium,Tarjeta de Crédito,0
CLI-0468,Entretenimiento & Medios,5,14,Básico,PayPal Business,0
CLI-0469,Salud & Pharma,20,15,Básico,PayPal Business,0
CLI-0470,Logística y Distribución,48,9,Básico,Transferencia Bancaria (ACH),0
CLI-0471,Salud & Pharma,25,11,Básico,PayPal Business,1
CLI-0472,Educación / EdTech,45,15,Básico,Transferencia Bancaria (ACH),1
CLI-0473,Logística y Distribución,26,13,Básico,Transferencia Bancaria (ACH),0
CLI-0474,Logística y Distribución,16,17,Básico,Tarjeta de Crédito,0
CLI-0475,Educación / EdTech,28,13,Básico,PayPal Business,0
CLI-0476,Retail y Comercio,24,19,Básico,Transferencia Bancaria (ACH),0
CLI-0477,Manufactura Avanzada,27,61,Básico,Transferencia Bancaria (ACH),0
CLI-0478,Manufactura Avanzada,16,30,Básico,Transferencia Bancaria (ACH),1
CLI-0479,Educación / EdTech,15,18,Premium,Tarjeta de Crédito,0
CLI-0480,Educación / EdTech,6,10,Básico,PayPal Business,0
CLI-0481,Fintech & Banca,3,54,Básico,Transferencia Bancaria (ACH),0
CLI-0482,Fintech & Banca,6,59,Básico,Transferencia Bancaria (ACH),0
CLI-0483,Salud & Pharma,15,16,Básico,Transferencia Bancaria (ACH),0
CLI-0484,Logística y Distribución,19,14,Básico,Transferencia Bancaria (ACH),0
CLI-0485,Educación / EdTech,10,20,Premium,Transferencia Bancaria (ACH),0
CLI-0486,Fintech & Banca,4,53,Básico,PayPal Business,0
CLI-0487,Logística y Distribución,21,5,Básico,Tarjeta de Crédito,0
CLI-0488,Logística y Distribución,4,18,Premium,Transferencia Bancaria (ACH),1
CLI-0489,Educación / EdTech,5,8,Básico,Transferencia Bancaria (ACH),0
CLI-0490,Manufactura Avanzada,4,31,Básico,Tarjeta de Crédito,0
CLI-0491,Manufactura Avanzada,3,32,Básico,PayPal Business,1
CLI-0492,Logística y Distribución,32,19,Premium,Transferencia Bancaria (ACH),0
CLI-0493,Educación / EdTech,13,7,Premium,Transferencia Bancaria (ACH),0
CLI-0494,Educación / EdTech,48,7,Premium,Tarjeta de Crédito,0
CLI-0495,Manufactura Avanzada,14,36,Básico,Transferencia Bancaria (ACH),0
CLI-0496,Manufactura Avanzada,14,60,Premium,PayPal Business,0
CLI-0497,Educación / EdTech,5,9,Básico,Transferencia Bancaria (ACH),1
CLI-0498,Logística y Distribución,4,18,Básico,Transferencia Bancaria (ACH),0
CLI-0499,Retail y Comercio,22,22,Premium,Tarjeta de Crédito,0
CLI-0500,Manufactura Avanzada,39,25,Básico,Tarjeta de Crédito,0
CLI-0501,Entretenimiento & Medios,10,15,Premium,PayPal Business,0
CLI-0502,Entretenimiento & Medios,13,19,Básico,PayPal Business,0
CLI-0503,Educación / EdTech,4,11,Premium,PayPal Business,1
CLI-0504,Educación / EdTech,24,17,Premium,PayPal Business,0
CLI-0505,Fintech & Banca,3,27,Básico,Transferencia Bancaria (ACH),0
CLI-0506,Retail y Comercio,4,9,Premium,Transferencia Bancaria (ACH),1
CLI-0507,Fintech & Banca,14,29,Básico,Tarjeta de Crédito,0
CLI-0508,Salud & Pharma,15,5,Básico,Tarjeta de Crédito,1
CLI-0509,Educación / EdTech,38,16,Premium,Tarjeta de Crédito,0
CLI-0510,Manufactura Avanzada,6,39,Premium,Tarjeta de Crédito,0
CLI-0511,Salud & Pharma,4,12,Premium,Transferencia Bancaria (ACH),1
CLI-0512,Retail y Comercio,31,21,Premium,PayPal Business,0
CLI-0513,Manufactura Avanzada,24,33,Básico,PayPal Business,1
CLI-0514,Logística y Distribución,5,13,Premium,Tarjeta de Crédito,1
CLI-0515,Manufactura Avanzada,8,40,Premium,Tarjeta de Crédito,0
CLI-0516,Retail y Comercio,4,16,Premium,Transferencia Bancaria (ACH),0
CLI-0517,Salud & Pharma,38,29,Premium,PayPal Business,0
CLI-0518,Retail y Comercio,5,13,Básico,Tarjeta de Crédito,0
CLI-0519,Logística y Distribución,10,12,Básico,Transferencia Bancaria (ACH),0
CLI-0520,Retail y Comercio,3,9,Básico,PayPal Business,0
CLI-0521,Salud & Pharma,48,18,Básico,PayPal Business,0
CLI-0522,Logística y Distribución,8,15,Básico,Tarjeta de Crédito,0
CLI-0523,Manufactura Avanzada,11,43,Básico,Tarjeta de Crédito,1
CLI-0524,Retail y Comercio,16,10,Premium,Tarjeta de Crédito,0
CLI-0525,Entretenimiento & Medios,5,10,Premium,Transferencia Bancaria (ACH),1
CLI-0526,Logística y Distribución,3,14,Premium,Tarjeta de Crédito,0
CLI-0527,Salud & Pharma,48,11,Básico,Tarjeta de Crédito,1
CLI-0528,Manufactura Avanzada,8,35,Básico,PayPal Business,0
CLI-0529,Manufactura Avanzada,19,40,Premium,PayPal Business,0
CLI-0530,Logística y Distribución,26,10,Básico,Transferencia Bancaria (ACH),0
CLI-0531,Logística y Distribución,8,17,Básico,Transferencia Bancaria (ACH),1
CLI-0532,Logística y Distribución,4,28,Premium,Transferencia Bancaria (ACH),0
CLI-0533,Manufactura Avanzada,11,33,Básico,Transferencia Bancaria (ACH),0
CLI-0534,Salud & Pharma,27,7,Premium,Transferencia Bancaria (ACH),1
CLI-0535,Logística y Distribución,23,14,Básico,Transferencia Bancaria (ACH),1
CLI-0536,Manufactura Avanzada,3,37,Básico,Transferencia Bancaria (ACH),0
CLI-0537,Retail y Comercio,22,15,Básico,Tarjeta de Crédito,0
CLI-0538,Logística y Distribución,3,8,Básico,Tarjeta de Crédito,1
CLI-0539,Salud & Pharma,48,9,Básico,PayPal Business,1
CLI-0540,Entretenimiento & Medios,11,14,Premium,Transferencia Bancaria (ACH),0
CLI-0541,Fintech & Banca,4,25,Básico,Transferencia Bancaria (ACH),0
CLI-0542,Logística y Distribución,21,14,Básico,PayPal Business,0
CLI-0543,Manufactura Avanzada,9,29,Premium,PayPal Business,0
CLI-0544,Entretenimiento & Medios,34,5,Premium,Transferencia Bancaria (ACH),0
CLI-0545,Entretenimiento & Medios,24,21,Básico,PayPal Business,0
CLI-0546,Fintech & Banca,7,26,Premium,Tarjeta de Crédito,0
CLI-0547,Fintech & Banca,3,38,Básico,Tarjeta de Crédito,0
CLI-0548,Entretenimiento & Medios,18,20,Premium,PayPal Business,0
CLI-0549,Entretenimiento & Medios,17,11,Básico,PayPal Business,0
CLI-0550,Entretenimiento & Medios,5,16,Premium,PayPal Business,0
CLI-0551,Salud & Pharma,13,13,Básico,PayPal Business,0
CLI-0552,Manufactura Avanzada,20,41,Básico,PayPal Business,0
CLI-0553,Manufactura Avanzada,4,30,Básico,Transferencia Bancaria (ACH),0
CLI-0554,Educación / EdTech,9,22,Premium,Transferencia Bancaria (ACH),0
CLI-0555,Logística y Distribución,18,12,Básico,Transferencia Bancaria (ACH),0
CLI-0556,Retail y Comercio,18,12,Premium,Transferencia Bancaria (ACH),0
CLI-0557,Retail y Comercio,7,18,Básico,PayPal Business,1
CLI-0558,Salud & Pharma,6,22,Básico,Transferencia Bancaria (ACH),1
CLI-0559,Retail y Comercio,16,18,Básico,Transferencia Bancaria (ACH),1
CLI-0560,Entretenimiento & Medios,3,22,Premium,Tarjeta de Crédito,0
CLI-0561,Manufactura Avanzada,25,57,Premium,Transferencia Bancaria (ACH),0
CLI-0562,Manufactura Avanzada,26,61,Premium,PayPal Business,0
CLI-0563,Salud & Pharma,4,18,Básico,PayPal Business,0
CLI-0564,Retail y Comercio,9,13,Básico,PayPal Business,0
CLI-0565,Fintech & Banca,11,46,Básico,Tarjeta de Crédito,0
CLI-0566,Entretenimiento & Medios,4,15,Básico,Transferencia Bancaria (ACH),0
CLI-0567,Logística y Distribución,33,6,Premium,PayPal Business,0
CLI-0568,Logística y Distribución,30,20,Premium,Tarjeta de Crédito,0
CLI-0569,Salud & Pharma,38,20,Básico,PayPal Business,0
CLI-0570,Fintech & Banca,28,30,Premium,Transferencia Bancaria (ACH),0
CLI-0571,Retail y Comercio,23,8,Básico,Transferencia Bancaria (ACH),0
CLI-0572,Retail y Comercio,48,18,Premium,PayPal Business,0
CLI-0573,Entretenimiento & Medios,3,14,Premium,PayPal Business,0
CLI-0574,Logística y Distribución,26,14,Básico,Transferencia Bancaria (ACH),1
CLI-0575,Educación / EdTech,12,17,Básico,Transferencia Bancaria (ACH),0
CLI-0576,Educación / EdTech,15,19,Básico,PayPal Business,0
CLI-0577,Manufactura Avanzada,7,61,Premium,Tarjeta de Crédito,0
CLI-0578,Manufactura Avanzada,17,47,Premium,PayPal Business,0
CLI-0579,Retail y Comercio,5,13,Básico,Transferencia Bancaria (ACH),0
CLI-0580,Educación / EdTech,21,14,Premium,PayPal Business,0
CLI-0581,Manufactura Avanzada,4,55,Básico,PayPal Business,0
CLI-0582,Retail y Comercio,14,12,Premium,PayPal Business,0
CLI-0583,Entretenimiento & Medios,16,11,Premium,Transferencia Bancaria (ACH),0
CLI-0584,Educación / EdTech,14,8,Básico,PayPal Business,0
CLI-0585,Educación / EdTech,23,6,Básico,PayPal Business,0
CLI-0586,Logística y Distribución,8,8,Premium,PayPal Business,0
CLI-0587,Manufactura Avanzada,48,30,Premium,Transferencia Bancaria (ACH),1
CLI-0588,Retail y Comercio,33,5,Básico,Tarjeta de Crédito,0
CLI-0589,Retail y Comercio,9,25,Básico,Transferencia Bancaria (ACH),1
CLI-0590,Fintech & Banca,16,30,Básico,Tarjeta de Crédito,1
CLI-0591,Entretenimiento & Medios,25,16,Básico,Tarjeta de Crédito,0
CLI-0592,Manufactura Avanzada,17,29,Básico,PayPal Business,0
CLI-0593,Logística y Distribución,15,26,Básico,PayPal Business,0
CLI-0594,Entretenimiento & Medios,18,26,Premium,PayPal Business,0
CLI-0595,Salud & Pharma,7,14,Básico,Tarjeta de Crédito,1
CLI-0596,Entretenimiento & Medios,3,22,Básico,PayPal Business,0
CLI-0597,Entretenimiento & Medios,24,20,Básico,Tarjeta de Crédito,0
CLI-0598,Logística y Distribución,11,19,Básico,Transferencia Bancaria (ACH),0
CLI-0599,Educación / EdTech,8,9,Básico,Tarjeta de Crédito,0
CLI-0600,Manufactura Avanzada,15,38,Premium,Transferencia Bancaria (ACH),0
CLI-0601,Entretenimiento & Medios,48,16,Básico,Transferencia Bancaria (ACH),0
CLI-0602,Fintech & Banca,17,46,Premium,Transferencia Bancaria (ACH),0
CLI-0603,Entretenimiento & Medios,4,21,Básico,Transferencia Bancaria (ACH),0
CLI-0604,Fintech & Banca,14,36,Básico,Transferencia Bancaria (ACH),0
CLI-0605,Manufactura Avanzada,5,23,Básico,Transferencia Bancaria (ACH),0
CLI-0606,Retail y Comercio,3,7,Premium,Transferencia Bancaria (ACH),0
CLI-0607,Salud & Pharma,7,5,Premium,Tarjeta de Crédito,0
CLI-0608,Entretenimiento & Medios,7,16,Básico,PayPal Business,1
CLI-0609,Retail y Comercio,31,12,Premium,Tarjeta de Crédito,0
CLI-0610,Entretenimiento & Medios,11,17,Básico,Transferencia Bancaria (ACH),0
CLI-0611,Logística y Distribución,5,16,Básico,PayPal Business,0
CLI-0612,Entretenimiento & Medios,11,12,Premium,Tarjeta de Crédito,0
CLI-0613,Entretenimiento & Medios,23,17,Básico,Tarjeta de Crédito,0
CLI-0614,Manufactura Avanzada,22,26,Premium,Tarjeta de Crédito,0
CLI-0615,Logística y Distribución,46,9,Básico,Tarjeta de Crédito,0
CLI-0616,Retail y Comercio,36,9,Básico,Tarjeta de Crédito,0
CLI-0617,Salud & Pharma,7,13,Premium,PayPal Business,0
CLI-0618,Salud & Pharma,3,24,Básico,Tarjeta de Crédito,1
CLI-0619,Logística y Distribución,3,15,Básico,Transferencia Bancaria (ACH),0
CLI-0620,Entretenimiento & Medios,8,8,Premium,PayPal Business,0
CLI-0621,Entretenimiento & Medios,3,16,Básico,Tarjeta de Crédito,1
CLI-0622,Retail y Comercio,41,15,Básico,Transferencia Bancaria (ACH),0
CLI-0623,Fintech & Banca,10,50,Premium,PayPal Business,0
CLI-0624,Manufactura Avanzada,7,28,Premium,Tarjeta de Crédito,0
CLI-0625,Logística y Distribución,6,7,Premium,Transferencia Bancaria (ACH),0
CLI-0626,Fintech & Banca,16,68,Básico,PayPal Business,0
CLI-0627,Manufactura Avanzada,4,34,Básico,PayPal Business,1
CLI-0628,Entretenimiento & Medios,29,11,Básico,Transferencia Bancaria (ACH),0
CLI-0629,Logística y Distribución,13,13,Premium,Tarjeta de Crédito,0
CLI-0630,Educación / EdTech,13,15,Básico,PayPal Business,0
CLI-0631,Logística y Distribución,11,7,Premium,Transferencia Bancaria (ACH),0
CLI-0632,Logística y Distribución,29,14,Premium,PayPal Business,0
CLI-0633,Fintech & Banca,11,61,Básico,PayPal Business,1
CLI-0634,Salud & Pharma,3,8,Básico,Tarjeta de Crédito,0
CLI-0635,Fintech & Banca,25,32,Premium,PayPal Business,0
CLI-0636,Educación / EdTech,6,14,Básico,PayPal Business,1
CLI-0637,Retail y Comercio,5,21,Básico,Tarjeta de Crédito,0
CLI-0638,Manufactura Avanzada,6,30,Premium,PayPal Business,0
CLI-0639,Manufactura Avanzada,32,35,Básico,PayPal Business,1
CLI-0640,Entretenimiento & Medios,48,18,Premium,Transferencia Bancaria (ACH),1
CLI-0641,Salud & Pharma,3,14,Premium,Transferencia Bancaria (ACH),1
CLI-0642,Logística y Distribución,13,10,Básico,Transferencia Bancaria (ACH),0
CLI-0643,Retail y Comercio,4,21,Básico,Tarjeta de Crédito,0
CLI-0644,Educación / EdTech,23,18,Premium,Tarjeta de Crédito,0
CLI-0645,Educación / EdTech,6,5,Premium,Transferencia Bancaria (ACH),1
CLI-0646,Retail y Comercio,15,16,Básico,PayPal Business,0
CLI-0647,Educación / EdTech,25,19,Básico,Tarjeta de Crédito,0
CLI-0648,Educación / EdTech,5,13,Premium,Transferencia Bancaria (ACH),0
CLI-0649,Salud & Pharma,25,20,Premium,PayPal Business,0
CLI-0650,Fintech & Banca,7,34,Premium,Tarjeta de Crédito,0
CLI-0651,Salud & Pharma,5,11,Premium,Tarjeta de Crédito,1
CLI-0652,Logística y Distribución,17,11,Básico,Tarjeta de Crédito,0
CLI-0653,Retail y Comercio,11,10,Premium,Transferencia Bancaria (ACH),0
CLI-0654,Entretenimiento & Medios,25,16,Básico,PayPal Business,0
CLI-0655,Logística y Distribución,48,16,Premium,PayPal Business,0
CLI-0656,Retail y Comercio,17,14,Básico,Tarjeta de Crédito,0
CLI-0657,Retail y Comercio,32,7,Básico,Transferencia Bancaria (ACH),1
CLI-0658,Retail y Comercio,14,13,Básico,Transferencia Bancaria (ACH),0
CLI-0659,Educación / EdTech,20,10,Premium,Transferencia Bancaria (ACH),0
CLI-0660,Salud & Pharma,26,18,Básico,Transferencia Bancaria (ACH),0
CLI-0661,Salud & Pharma,20,13,Premium,PayPal Business,0
CLI-0662,Entretenimiento & Medios,11,5,Básico,PayPal Business,1
CLI-0663,Logística y Distribución,12,12,Básico,PayPal Business,0
CLI-0664,Salud & Pharma,20,20,Premium,PayPal Business,0
CLI-0665,Fintech & Banca,4,33,Básico,PayPal Business,1
CLI-0666,Logística y Distribución,11,12,Premium,Tarjeta de Crédito,0
CLI-0667,Retail y Comercio,17,5,Premium,Transferencia Bancaria (ACH),0
CLI-0668,Educación / EdTech,11,22,Premium,Transferencia Bancaria (ACH),0
CLI-0669,Salud & Pharma,17,17,Básico,Transferencia Bancaria (ACH),0
CLI-0670,Educación / EdTech,19,10,Básico,Transferencia Bancaria (ACH),0
CLI-0671,Salud & Pharma,5,12,Premium,Transferencia Bancaria (ACH),0
CLI-0672,Entretenimiento & Medios,7,18,Básico,Tarjeta de Crédito,1
CLI-0673,Educación / EdTech,19,5,Básico,Transferencia Bancaria (ACH),0
CLI-0674,Entretenimiento & Medios,3,15,Básico,PayPal Business,0
CLI-0675,Logística y Distribución,17,19,Premium,Tarjeta de Crédito,0
CLI-0676,Educación / EdTech,7,19,Premium,Transferencia Bancaria (ACH),1
CLI-0677,Logística y Distribución,18,9,Básico,Tarjeta de Crédito,0
CLI-0678,Retail y Comercio,11,15,Premium,Transferencia Bancaria (ACH),0
CLI-0679,Manufactura Avanzada,14,43,Básico,Tarjeta de Crédito,0
CLI-0680,Educación / EdTech,10,14,Básico,Transferencia Bancaria (ACH),0
CLI-0681,Retail y Comercio,21,13,Premium,Transferencia Bancaria (ACH),0
CLI-0682,Manufactura Avanzada,7,45,Premium,Tarjeta de Crédito,0
CLI-0683,Salud & Pharma,22,20,Básico,Transferencia Bancaria (ACH),0
CLI-0684,Fintech & Banca,31,33,Básico,Tarjeta de Crédito,1
CLI-0685,Fintech & Banca,20,29,Básico,Transferencia Bancaria (ACH),0
CLI-0686,Manufactura Avanzada,3,41,Básico,Tarjeta de Crédito,1
CLI-0687,Retail y Comercio,8,5,Básico,PayPal Business,0
CLI-0688,Manufactura Avanzada,22,49,Básico,Transferencia Bancaria (ACH),0
CLI-0689,Salud & Pharma,35,17,Básico,Tarjeta de Crédito,1
CLI-0690,Entretenimiento & Medios,34,20,Básico,Tarjeta de Crédito,0
CLI-0691,Educación / EdTech,4,19,Básico,Transferencia Bancaria (ACH),0
CLI-0692,Entretenimiento & Medios,15,11,Premium,PayPal Business,0
CLI-0693,Retail y Comercio,30,10,Premium,PayPal Business,0
CLI-0694,Logística y Distribución,15,15,Básico,PayPal Business,0
CLI-0695,Retail y Comercio,4,16,Premium,Tarjeta de Crédito,0
CLI-0696,Educación / EdTech,32,18,Básico,PayPal Business,1
CLI-0697,Retail y Comercio,13,5,Básico,PayPal Business,1
CLI-0698,Fintech & Banca,23,31,Básico,Tarjeta de Crédito,0
CLI-0699,Salud & Pharma,34,27,Básico,Tarjeta de Crédito,0
CLI-0700,Manufactura Avanzada,15,26,Premium,Transferencia Bancaria (ACH),0
CLI-0701,Manufactura Avanzada,6,28,Básico,Tarjeta de Crédito,0
CLI-0702,Logística y Distribución,12,15,Premium,Tarjeta de Crédito,0
CLI-0703,Educación / EdTech,45,23,Básico,PayPal Business,0
CLI-0704,Salud & Pharma,17,18,Básico,Transferencia Bancaria (ACH),0
CLI-0705,Logística y Distribución,7,12,Básico,Tarjeta de Crédito,0
CLI-0706,Educación / EdTech,5,5,Básico,Tarjeta de Crédito,1
CLI-0707,Educación / EdTech,48,13,Básico,PayPal Business,0
CLI-0708,Entretenimiento & Medios,16,5,Básico,PayPal Business,0
CLI-0709,Fintech & Banca,6,37,Básico,Tarjeta de Crédito,0
CLI-0710,Entretenimiento & Medios,6,15,Básico,Tarjeta de Crédito,0
CLI-0711,Manufactura Avanzada,4,53,Básico,Tarjeta de Crédito,1
CLI-0712,Fintech & Banca,13,33,Básico,Transferencia Bancaria (ACH),0
CLI-0713,Fintech & Banca,40,30,Básico,Transferencia Bancaria (ACH),0
CLI-0714,Manufactura Avanzada,4,37,Básico,Transferencia Bancaria (ACH),0
CLI-0715,Retail y Comercio,12,14,Premium,Tarjeta de Crédito,0
CLI-0716,Manufactura Avanzada,48,52,Básico,Transferencia Bancaria (ACH),1
CLI-0717,Retail y Comercio,7,6,Básico,PayPal Business,0
CLI-0718,Manufactura Avanzada,36,17,Premium,PayPal Business,0
CLI-0719,Manufactura Avanzada,16,51,Premium,Tarjeta de Crédito,0
CLI-0720,Manufactura Avanzada,27,33,Básico,PayPal Business,0
CLI-0721,Retail y Comercio,17,15,Premium,PayPal Business,1
CLI-0722,Entretenimiento & Medios,4,11,Básico,Tarjeta de Crédito,1
CLI-0723,Educación / EdTech,11,9,Básico,PayPal Business,1
CLI-0724,Fintech & Banca,22,36,Básico,PayPal Business,0
CLI-0725,Educación / EdTech,4,18,Premium,Tarjeta de Crédito,0
CLI-0726,Educación / EdTech,18,13,Básico,PayPal Business,0
CLI-0727,Retail y Comercio,15,16,Premium,Transferencia Bancaria (ACH),0
CLI-0728,Entretenimiento & Medios,21,19,Básico,PayPal Business,0
CLI-0729,Salud & Pharma,35,15,Básico,Tarjeta de Crédito,0
CLI-0730,Fintech & Banca,3,31,Básico,Transferencia Bancaria (ACH),1
